1,collectionSiteId,collectorUsername,airTemp,algalBloom,algalBloomSheen,batherLoad,plantDebris,time.of.entry,Date,Time,turbidity,waterAppearance,waterfowlPresence,waterTemp,waveIntensity,comment,phosphorusSample,favorability,lat,long
865,MendotaPark21,wencel,68.7,1,2,1,2,7/6/14 10:03,9/4/14,13:43:47,120,2,1,71.1,3,,TRUE,Poor,43.102536,-89.369353
866,KegonsaPier7,wilcox,69.4,1,2,1,1,7/6/14 10:05,6/6/14,8:41:00,120,1,1,73.8,1,,TRUE,Poor,42.95130556,-89.23577222
867,KegonsaPier7,wilcox,67.5,2,0,1,2,7/7/14 9:23,6/7/14,10:05:00,77,1,1,68,1,,FALSE,Poor,42.95130556,-89.23577222
868,KegonsaPier7,wilcox,60.8,1,0,1,1,7/8/14 11:27,6/8/14,11:06:00,65,2,1,68,2,,FALSE,Poor,42.95130556,-89.23577222
869,KegonsaPier7,wilcox,66.2,1,2,1,1,7/9/14 9:42,6/9/14,8:29:00,113,2,1,69.8,1,,FALSE,Good,42.95130556,-89.23577222
870,KegonsaPier7,wilcox,62.4,1,0,1,1,7/12/14 10:15,6/10/14,9:58:00,120,2,1,68,1,,FALSE,Poor,42.95130556,-89.23577222
871,KegonsaPier7,wilcox,75.9,1,2,1,1,7/12/14 10:17,6/11/14,9:58:00,79,2,1,73.6,2,,FALSE,Poor,42.95130556,-89.23577222
872,KegonsaPier7,wilcox,72.7,1,0,1,1,7/12/14 10:19,6/12/14,15:50:00,38,2,1,70.9,2,,FALSE,Poor,42.95130556,-89.23577222
873,KegonsaPier7,wilcox,71.1,1,0,1,2,7/13/14 15:57,6/13/14,15:11:00,51,2,1,68.8,3,,FALSE,Poor,42.95130556,-89.23577222
874,KegonsaPier7,wilcox,71.6,2,0,1,2,8/2/14 8:42,6/14/14,9:23:00,112,3,1,69.3,1,,FALSE,Poor,42.95130556,-89.23577222
875,KegonsaPier7,wilcox,73.8,2,2,1,0,8/2/14 8:45,6/15/14,8:45:00,120,3,2,70,1,,FALSE,Poor,42.95130556,-89.23577222
876,KegonsaPier7,wilcox,70.9,1,0,1,1,8/2/14 8:47,6/16/14,8:35:00,78,2,1,71.4,0,,FALSE,Poor,42.95130556,-89.23577222
877,KegonsaPier7,wilcox,66.9,1,0,1,1,8/2/14 8:50,6/17/14,9:21:00,53,2,1,73,0,,FALSE,Poor,42.95130556,-89.23577222
878,KegonsaPier7,wilcox,67.5,1,2,1,2,8/2/14 8:53,6/18/14,10:44:00,65,2,1,71.6,2,,FALSE,Poor,42.95130556,-89.23577222
879,KegonsaPier7,wilcox,69.8,1,2,1,1,8/2/14 8:56,6/19/14,9:35:00,72,2,1,70.7,1,,FALSE,Poor,42.95130556,-89.23577222
880,KegonsaPier7,wilcox,68.7,1,0,1,2,8/2/14 8:58,6/20/14,8:59:00,83,2,1,73.6,1,,FALSE,Poor,42.95130556,-89.23577222
881,KegonsaPier7,wilcox,79.5,2,2,1,1,8/2/14 9:00,6/21/14,9:00:00,51,2,1,75.6,1,,FALSE,Poor,42.95130556,-89.23577222
882,KegonsaPier7,wilcox,71.1,3,2,1,2,8/2/14 9:28,6/22/14,9:54:00,47,3,1,74.7,1,,FALSE,Poor,42.95130556,-89.23577222
883,KegonsaPier7,wilcox,78.3,3,0,1,2,8/3/14 9:48,6/23/14,9:40:00,48,3,1,80.1,1,,FALSE,Poor,42.95130556,-89.23577222
884,KegonsaPier7,wilcox,69.3,3,0,1,3,8/4/14 10:15,6/24/14,10:55:00,36,3,1,78.6,1,,FALSE,Poor,42.95130556,-89.23577222
885,KegonsaPier7,wilcox,67.3,3,2,1,3,8/5/14 8:22,6/25/14,9:28:00,113,3,1,75.6,1,,FALSE,Poor,42.95130556,-89.23577222
886,KegonsaPier7,wilcox,79.7,2,2,1,2,8/6/14 9:29,6/26/14,9:15:00,102,3,2,75.6,1,,FALSE,Poor,42.95130556,-89.23577222
887,KegonsaPier7,wilcox,78.3,2,2,1,2,8/7/14 9:05,6/27/14,9:40:00,114,3,1,75.9,1,,FALSE,Poor,42.95130556,-89.23577222
888,KegonsaPier7,wilcox,74.1,2,0,1,2,8/11/14 10:04,6/28/14,8:59:00,105,3,2,76.3,1,,FALSE,Poor,42.95130556,-89.23577222
889,KegonsaPier7,wilcox,83.6,1,0,1,2,8/12/14 9:32,6/29/14,9:36:00,101,3,1,80.6,1,,FALSE,Poor,42.95130556,-89.23577222
890,KegonsaPier7,wilcox,72.5,2,0,2,2,8/13/14 10:03,6/30/14,14:12:00,68,3,1,74.8,1,,FALSE,Poor,42.95130556,-89.23577222
891,KegonsaPier7,wilcox,62.1,2,0,1,2,8/14/14 8:58,7/1/14,9:45:00,69,3,1,72.3,3,,TRUE,Poor,42.95130556,-89.23577222
892,KegonsaPier7,wilcox,62.6,1,0,0,2,8/15/14 7:36,7/2/14,9:50:00,41,3,1,69.8,3,,FALSE,Poor,42.95130556,-89.23577222
893,KegonsaPier7,wilcox,71.6,2,0,1,2,8/16/14 7:03,7/3/14,8:28:00,35,3,1,75.2,2,,FALSE,Poor,42.95130556,-89.23577222
894,KegonsaPier7,wilcox,68.4,3,0,1,3,8/20/14 6:59,7/4/14,9:55:00,39,3,2,73.6,1,,FALSE,Poor,42.95130556,-89.23577222
895,KegonsaPier7,wilcox,73.6,2,2,1,2,8/21/14 8:38,7/5/14,9:04:00,87,3,1,73.4,1,,FALSE,Poor,42.95130556,-89.23577222
896,KegonsaPier7,wilcox,74.5,2,2,2,2,8/22/14 7:52,7/6/14,9:43:00,50,3,1,74.7,1,,FALSE,Poor,42.95130556,-89.23577222
897,KegonsaPier7,wilcox,70,2,2,1,2,8/23/14 8:55,7/7/14,9:03:00,31,3,1,74.1,2,,FALSE,Poor,42.95130556,-89.23577222
898,KegonsaPier7,wilcox,66.2,1,0,1,2,8/24/14 10:00,7/8/14,8:45:00,41,3,1,72.3,3,,FALSE,Poor,42.95130556,-89.23577222
899,KegonsaPier7,wilcox,71.8,1,0,1,2,8/25/14 12:24,7/9/14,9:12:00,63,2,2,75.7,3,,FALSE,Poor,42.95130556,-89.23577222
900,KegonsaPier7,wilcox,70,2,0,1,2,8/26/14 7:52,7/10/14,9:51:00,38,3,1,74.5,1,,FALSE,Poor,42.95130556,-89.23577222
901,KegonsaPier7,wilcox,74.7,1,0,1,2,8/27/14 15:45,7/11/14,8:16:00,55,3,1,75.2,1,,FALSE,Poor,42.95130556,-89.23577222
902,KegonsaPier7,wilcox,81.9,2,0,1,2,8/28/14 6:43,7/12/14,9:46:00,35,3,3,78.1,1,,FALSE,Poor,42.95130556,-89.23577222
903,KegonsaPier7,wilcox,69.8,1,2,1,2,9/1/14 8:29,7/13/14,15:20:00,53,3,1,74.1,3,,FALSE,Poor,42.95130556,-89.23577222
904,KegonsaPier7,wilcox,59.5,1,,1,2,9/2/14 8:28,7/14/14,8:35:04,27,3,1,68.4,1,,FALSE,Poor,42.95130556,-89.23577222
905,KegonsaPier7,wilcox,70.9,1,,1,2,,7/15/14,6:29:51,41,3,1,75.2,3,,FALSE,,42.95130556,-89.23577222
906,KegonsaPier7,wilcox,61.9,2,,1,2,,7/27/14,6:35:48,18,3,2,69.1,1,,FALSE,,42.95130556,-89.23577222
907,KegonsaPier7,wilcox,65.5,1,,1,1,,7/28/14,8:11:03,36,3,1,69.6,3,,FALSE,,42.95130556,-89.23577222
908,KegonsaPier7,wilcox,64.4,1,,1,2,,7/29/14,8:04:45,42,3,1,71.4,2,,FALSE,,42.95130556,-89.23577222
909,KegonsaPier7,wilcox,71.6,2,,1,2,,7/30/14,7:50:34,37,3,1,75,1,,FALSE,,42.95130556,-89.23577222
910,KegonsaPier7,wilcox,68.7,2,,1,2,,7/31/14,9:27:13,43,3,1,74.1,1,,FALSE,,42.95130556,-89.23577222
911,KegonsaPier7,wilcox,69.1,1,,1,1,,8/1/14,8:02:38,42,3,1,75.6,1,,FALSE,,42.95130556,-89.23577222
912,KegonsaPier7,wilcox,76.3,2,,1,2,,8/2/14,9:12:15,45,3,1,77.7,1,,FALSE,,42.95130556,-89.23577222
913,KegonsaPier7,wilcox,78.8,2,,1,1,,8/3/14,9:23:31,45,3,1,78.3,1,,FALSE,,42.95130556,-89.23577222
914,KegonsaPier7,wilcox,66.4,1,,1,1,,8/4/14,10:11:37,52,3,1,75.2,2,,FALSE,,42.95130556,-89.23577222
915,KegonsaPier7,wilcox,70.2,1,,1,1,,8/5/14,8:04:18,51,3,1,76.8,1,,FALSE,,42.95130556,-89.23577222
916,KegonsaPier7,wilcox,69.8,2,,1,1,,8/6/14,9:13:58,42,3,1,74.7,1,,FALSE,,42.95130556,-89.23577222
917,KegonsaPier7,wilcox,72.9,2,,1,1,,8/7/14,8:41:08,44,3,1,76.8,1,,FALSE,,42.95130556,-89.23577222
918,KegonsaPier7,wilcox,64.9,3,,1,2,,8/11/14,9:41:08,17,3,2,71.1,1,,FALSE,,42.95130556,-89.23577222
919,KegonsaPier7,wilcox,68.7,1,,1,1,,8/12/14,9:17:53,42,3,1,72.9,3,,FALSE,,42.95130556,-89.23577222
920,KegonsaPier7,wilcox,60.8,1,,1,2,,8/13/14,9:06:52,37,3,1,73,2,,FALSE,,42.95130556,-89.23577222
921,KegonsaPier7,wilcox,56.1,1,,1,1,,8/14/14,8:41:19,39,3,1,72.3,1,,FALSE,,42.95130556,-89.23577222
922,KegonsaPier7,wilcox,62.6,1,,1,1,,8/15/14,7:23:42,41,3,1,74.1,1,,FALSE,,42.95130556,-89.23577222
923,KegonsaPier7,wilcox,64.4,1,,1,1,,8/16/14,6:49:31,43,3,1,75.2,1,,FALSE,,42.95130556,-89.23577222
924,KegonsaPier7,wilcox,71.4,1,,1,1,,8/20/14,6:46:09,40,3,1,77.4,1,,FALSE,,42.95130556,-89.23577222
925,KegonsaPier7,wilcox,74.1,1,,1,1,,8/21/14,8:19:45,48,3,1,76.3,1,,FALSE,,42.95130556,-89.23577222
926,KegonsaPier7,wilcox,76.5,2,,1,1,,8/22/14,7:38:26,38,3,1,76.8,1,,FALSE,,42.95130556,-89.23577222
927,KegonsaPier7,wilcox,79.2,2,,1,3,,8/23/14,8:40:42,47,3,1,76.3,1,,FALSE,,42.95130556,-89.23577222
928,KegonsaPier7,wilcox,72.3,3,,1,1,,8/24/14,9:33:54,51,3,1,74.7,1,,FALSE,,42.95130556,-89.23577222
929,KegonsaPier7,wilcox,70,1,,1,1,,8/25/14,12:08:58,47,3,1,75,1,,FALSE,,42.95130556,-89.23577222
930,KegonsaPier7,wilcox,66.2,1,,1,1,,8/26/14,7:35:17,47,3,1,76.3,2,,FALSE,,42.95130556,-89.23577222
931,KegonsaPier7,wilcox,61,1,,1,1,,8/27/14,7:11:08,38,3,1,75.2,1,,FALSE,,42.95130556,-89.23577222
932,KegonsaPier7,wilcox,70.5,1,,1,1,,8/28/14,6:40:31,46,3,1,75.9,1,,FALSE,,42.95130556,-89.23577222
933,KegonsaPier7,wilcox,67.5,1,,1,1,,9/1/14,8:13:13,46,3,2,74.5,1,,FALSE,,42.95130556,-89.23577222
934,KegonsaPier7,wilcox,83,2,,1,1,,9/2/14,8:19:11,120,3,1,77,1,,TRUE,,42.95130556,-89.23577222
935,WaubesaPier2,Christenson,80,NA,,1,1,,6/1/14,10:30:00,120,NA,1,77,3,,NA,,43.006184,-89.33457
936,WaubesaPier2,Christenson,81,NA,,1,1,,6/2/14,10:30:00,97,NA,1,73,2,,NA,,43.006184,-89.33457
937,WaubesaPier2,Christenson,76,NA,,1,1,,6/16/14,10:30:00,83,NA,1,78,2,,NA,,43.006184,-89.33457
938,WaubesaPier2,Christenson,69,NA,,1,1,,6/27/14,10:30:00,70,NA,1,75,2,,NA,,43.006184,-89.33457
939,WaubesaPier2,Christenson,70,NA,,1,2,,7/3/14,10:30:00,70,NA,1,74,2,,NA,,43.006184,-89.33457
940,WaubesaPier2,Christenson,76,NA,,1,2,,7/28/14,10:30:00,70,NA,1,73,3,,NA,,43.006184,-89.33457
941,WaubesaPier2,Christenson,78,NA,,1,1,,7/29/14,10:30:00,66,NA,1,75,1,,NA,,43.006184,-89.33457
942,WaubesaPier2,Christenson,76,NA,,1,3,,8/1/14,10:30:00,63,NA,1,79,3,,NA,,43.006184,-89.33457
,WaubesaPier2,Christenson,,NA,,1,2,,8/6/14,10:30:00,,NA,1,,2,,NA,,43.006184,-89.33457
